	97160626	19970102	19970102	00000240	JIL	ELAS	ELAS0010	   840	   2133.60	   1347.51	WRAP SELF-ADHERING 3"X5 YD TAN 3M   	ROLL	
	97160626	19970102	19970102	00000240	JIL	PAIN	PAIN0039	    12	    492.48	    299.04	ANALGESIC QUELL 150/2               	BOX 	
	97160626	19970102	19970102	00000240	JIL	PAIN	PAIN0042	     3	     23.79	     15.49	OINTMENT BENGAY 4 OZ                	EACH	
	97160626	19970102	19970102	00000240	JIL	PAIN	PAIN0060	    10	    445.80	    248.50	MENSTRUAL RELIEF CAPS FEMCAPS 150/2 	BOX 	
	97160839	19970102	19970102	00000209	MRP	GAUZ	GAUZ0085	     1	     17.32	      7.60	PADS STERILE 4"X4" 100/BX           	BOX 	
	97160969	19970102	19970102	00000339	MRP	PAIN	PAIN0062	     1	     23.95	     12.57	ANALGESIC I-PRIN IBUPROFEN          	BOX 	
	97160993	19970102	19970102	00000352	MRP	FAKT	FAKT0043	     1	     46.75	     28.28	KIT FIRST AID CUSTOM COMPLETE       	EACH	
	97161360	19970102	19970102	00000137	JIL	ADBN	ADBN0038	     6	     39.48	     23.69	BANDAGE FLEXIBLE 1"X3" 100/BX       	BOX 	
	97161362	19970102	19970102	00000240	JIL	COLD	COLD0022	     3	     89.25	     59.67	COLD COUGH REMEDY GUAICON 10 ML UNIT	BOX 	
	97161362	19970102	19970102	00000240	JIL	ELAS	ELAS0008	    10	     10.80	      7.00	WRAP SELF-ADHERING 1"X5 YD TAN 3M   	ROLL	
	97161488	19970102	19970102	00000242	AEF	ADBN	ADBN0038	     4	     19.76	     15.79	BANDAGE FLEXIBLE 1"X3" 100/BX       	BOX 	
	97161579	19970102	19970103	00000104	RLK	FAKT	FAKT0041	     1	     24.15	     11.80	KIT FIRST AID PLASTIC COMPLETE WHITE	EACH	
	97161579	19970102	19970103	00000104	RLK	STER	STER0063	     4	    117.20	     46.95	DISINFECTANT CAVICIDE READY-TO-USE  	EACH	
	97161877	19970102	19970102	00000240	JIL	ANTI	ANTI0066	     2	      3.20	      2.52	OINTMENT ICHTHAMMAL TOPICAL 1 OZ    	EACH	
	97161978	19970102	19970102	00000240	JIL	ELAS	ELAS0008	    60	     64.80	     42.00	WRAP SELF-ADHERING 1"X5 YD TAN 3M   	ROLL	
	97162087	19970102	19970102	00000082	MRP	ADBN	ADBN0025	    24	    124.80	     76.80	BANDAGE FLEXIBLE FOAM 7/8"X3" 100/BX	BOX 	
	97162114	19970102	19970102	00000161	NAD	ELAS	ELAS0024	    10	     11.90	      7.07	BANDAGE RUBBER ELASTIC 3"           	ROLL	
	97162181	19970102	19970102	00000297	JIL	AACD	AACD0043	     1	      5.40	      4.02	ANTACID PEPTO-BISMOL 48'S           	EACH	
	97162181	19970102	19970102	00000297	JIL	ADBN	ADBN0002	     2	      8.16	      5.01	BANDAGE ELASTOPLAST  1"X3" 100'S    	BOX 	
	97162181	19970102	19970102	00000297	JIL	ANTI	ANTI0074	     1	      5.91	      3.55	OINTMENT MYCITRACIN 1 OZ            	EACH	
	97162181	19970102	19970102	00000297	JIL	ANTI	ANTI0079	     1	      0.61	      0.38	HYDROGEN PEROXIDE 16 OZ             	EACH	
	97162183	19970102	19970102	00000145	MRP	COLD	COLD0007	     2	     77.50	     40.70	COLD ALLERGY FLU RELIEF TABLET      	BOX 	
	97162183	19970102	19970102	00000145	MRP	PAIN	PAIN0032	     2	     12.90	     10.30	ANALGESIC ASPIRIN 250/2             	BOX 	
	97162183	19970102	19970102	00000145	MRP	PAIN	PAIN0054	     1	     13.64	     10.95	ANALGESIC CERTI-PRIN IBUPROFEN 250/2	BOX 	
	97162239	19970102	19970102	00000063	MRP	STER	STER0027	     4	     94.68	     45.10	KIT PROTECTION BLOODBORNE PATHOGEN  	EACH	
	97162240	19970102	19970102	00000022	JIL	PAIN	PAIN0014	     2	     22.70	     12.00	ANALGESIC ANACIN 125/2              	BOX 	
	97162240	19970102	19970102	00000022	JIL	PAIN	PAIN0045	     1	     18.50	      9.71	ANALGESIC ASPIRIN BUFFERED          	BOX 	
	97162246	19970102	19970102	00000200	JIL	ADBN	ADBN0001	     2	      9.26	      4.55	BANDAGE ELASTOPLAST  .75"X3" 100'S  	BOX 	
	97162246	19970102	19970102	00000200	JIL	ADBN	ADBN0002	     2	     10.20	      5.01	BANDAGE ELASTOPLAST  1"X3" 100'S    	BOX 	
	97162246	19970102	19970102	00000200	JIL	ADBN	ADBN0015	     2	     14.64	      8.35	ELASTOPLAST COVERLET KNUCKLE 100'S  	BOX 	
	97162246	19970102	19970102	00000200	JIL	ELAS	ELAS0024	     2	      2.70	      1.41	BANDAGE RUBBER ELASTIC 3"           	ROLL	
	97162246	19970102	19970102	00000200	JIL	ELAS	ELAS0025	     2	      3.58	      1.68	BANDAGE RUBBER ELASTIC 4"           	ROLL	
	97162246	19970102	19970102	00000200	JIL	ELAS	ELAS0026	     2	      4.80	      2.50	BANDAGE RUBBER ELASTIC 6"           	ROLL	
	97162256	19970102	19970102	00000038	JIL	MISC	MISC0149	    10	      8.80	      8.86	WIPES STING KILL                    	UNIT	
	97162263	19970102	19970102	00000156	MRP	COLD	COLD0045	     1	     33.42	     20.87	COLD DECONGESTANT SUDODRIN 500/2    	BOX 	
	97162370	19970102	19970102	00000038	JIL	MISC	MISC0006	    40	     39.60	     30.80	BANDAGE KNUCKLE CLOTH 8/UN          	UNIT	
	97157535	19970103	19970103	00000057	MRP	ANTI	ANTI0015	     1	     13.80	      6.90	ALCOHOL RUBBING 99% ISOPROPYL GAL   	EACH	
	97159540	19970103	19970103	00000377	JIL	PAIN	PAIN0015	    13	    121.29	    109.07	ANESTHETIC ANBESOL GEL .44 OZ 75'S  	BOX 	
	97161943	19970103	19970103	00000339	MRP	PAIN	PAIN0007	     2	     26.00	     13.00	ANALGESIC ADVIL IBUPROFEN 100/2     	BOX 	
	97162193	19970103	19970103	00000038	JIL	PAIN	PAIN0007	     2	     17.16	     13.00	ANALGESIC ADVIL IBUPROFEN 100/2     	BOX 	
	97162277	19970103	19970103	00000331	JIL	FAKT	FAKT0041	    20	    318.80	    236.00	KIT FIRST AID PLASTIC COMPLETE WHITE	EACH	
	97162278	19970103	19970103	00000214	MRP	PAIN	PAIN0022	     2	     29.62	     20.74	ANALGESIC APAP NONASPIRIN X-STG     	BOX 	
	97162335	19970103	19970103	00000003	JIL	COTT	COTT0019	    10	     63.90	     39.54	APPLICATOR COTTON TIP 6" 1000/BX    	BOX 	
	97162355	19970103	19970106	00000359	JIL	TAPE	TAPE0030	     1	      1.79	      0.88	TAPE ADHESIVE .5"X 5 YD             	ROLL	
	97162359	19970103	19970103	00000107	MRP	ADBN	ADBN0002	    10	     51.00	     25.03	BANDAGE ELASTOPLAST  1"X3" 100'S    	BOX 	
	97162461	19970103	19970103	00000206	JIL	TAPE	TAPE0054	    36	     68.76	     53.01	TAPE ADH WATER REPELLANT 1"X10 YD   	ROLL	
	97162483	19970103	19970103	00000339	MRP	AACD	AACD0045	     2	     13.10	      7.84	ANTACID ROLAIDS 150'S               	EACH	
	97162483	19970103	19970103	00000339	MRP	COLD	COLD0001	     1	     10.87	      6.00	COLD SINUS REMEDY ADVIL 50/2        	BOX 	
	97162483	19970103	19970103	00000339	MRP	PAIN	PAIN0007	     1	     13.00	      6.50	ANALGESIC ADVIL IBUPROFEN 100/2     	BOX 	
	97162483	19970103	19970103	00000339	MRP	PAIN	PAIN0077	     1	     19.82	     12.38	ANALGESIC TYLENOL CAPS X-STG 175'S  	EACH	
	97162488	19970103	19970106	00000420	ASD	AACD	AACD0008	     4	     33.64	     26.96	ANTACID ANTACID ALKA-SELTZER 72'S   	EACH	
	97162488	19970103	19970106	00000420	ASD	AACD	AACD0030	    12	     89.64	     63.48	ANTACID GELUSIL 100'S               	EACH	
	97162488	19970103	19970106	00000420	ASD	ANTI	ANTI0008	     6	      9.48	      5.10	OINTMENT A&D VITAMIN A+D 2 OZ       	EACH	
	97162488	19970103	19970106	00000420	ASD	ELAS	ELAS0024	    24	     27.84	     16.97	BANDAGE RUBBER ELASTIC 3"           	ROLL	
	97162488	19970103	19970128	00000420	ASD	PAIN	PAIN0002	    24	     47.28	     33.36	ANALGESIC ACETAMIN 100'S            	EACH	
	97162488	19970103	19970114	00000420	ASD	PAIN	PAIN0006	    12	    231.00	    156.00	ANALGESIC ADVIL IBUPROFEN 500/BTL   	EACH	
	97162488	19970103	19970106	00000420	ASD	PAIN	PAIN0034	     6	     25.62	     15.24	ANALGESIC ASPIRIN 500'S             	EACH	
	97162497	19970103	19970103	00000339	MRP	PAIN	PAIN0028	    48	     66.24	     34.56	ANALGESIC ASPIRIN 100'S             	EACH	
	97162548	19970103	19970106	00000339	MRP	ADBN	ADBN0035	     2	     70.62	     35.57	BANDAGE SHEER .75"X3" 1500/CA       	BOX 	
	97162548	19970103	19970106	00000339	MRP	COLD	COLD0001	     2	     21.74	     12.00	COLD SINUS REMEDY ADVIL 50/2        	BOX 	
	97162548	19970103	19970106	00000339	MRP	COLD	COLD0013	     2	     35.00	     15.40	COLD REMEDY COLD ERASE 250/2        	BOX 	
	97162548	19970103	19970106	00000339	MRP	COLD	COLD0033	     2	     27.42	     14.40	COLD COUGH LOZENGE ROBITUSSIN CALM  	BOX 	
	97162548	19970103	19970106	00000339	MRP	PAIN	PAIN0007	     2	     26.00	     13.00	ANALGESIC ADVIL IBUPROFEN 100/2     	BOX 	
	97162548	19970103	19970106	00000339	MRP	PAIN	PAIN0074	     2	     49.90	     26.20	ANALGESIC PAIN-OFF ASPIRIN          	BOX 	
	97162548	19970103	19970106	00000339	MRP	PAIN	PAIN0078	     2	     20.84	     12.50	ANALGESIC TYLENOL CAPS X-STG 50/2   	BOX 	
	97162571	19970103	19970103	00000346	JIL	COTT	COTT0018	     2	     14.00	      7.06	APPLICATOR COTTON TIP 3" 1000/BX    	BOX 	
	97162571	19970103	19970103	00000346	JIL	COTT	COTT0019	     2	     14.20	      7.91	APPLICATOR COTTON TIP 6" 1000/BX    	BOX 	
	97162586	19970103	19970103	00000240	JIL	COLD	COLD0011	     6	     30.84	     23.22	LIQUID W/SPRAY 6 OZ                 	EACH	
	97162586	19970103	19970103	00000240	JIL	COTT	COTT0019	     1	      5.36	      3.95	APPLICATOR COTTON TIP 6" 1000/BX    	BOX 	
	97162586	19970103	19970103	00000240	JIL	ELAS	ELAS0023	    10	      9.10	      5.33	BANDAGE RUBBER ELASTIC 2"           	ROLL	
	97162586	19970103	19970103	00000240	JIL	PAIN	PAIN0067	     1	     31.65	     20.86	ANALGESIC MIGRAINEX 150/2           	BOX 	
	97162586	19970103	19970103	00000240	JIL	TAPE	TAPE0058	     3	     37.38	     31.91	TAPE ZONAS POROUS 1"X10 YD 12 RL/BX 	BOX 	
	97162586	19970103	19970103	00000240	JIL	TAPE	TAPE0060	     3	     37.38	     26.07	TAPE ZONAS POROUS .5"X10 YD 24 RL/BX	BOX 	
	97162591	19970103	19970103	00000090	JIL	FAKT	FAKT0030	     5	    152.25	     80.65	KIT FIRST AID INDUSTRIAL FOR 25     	EACH	
	97162591	19970103	19970103	00000090	JIL	FAKT	FAKT0033	    12	    225.00	    202.80	KIT FIRST AID INDUSTRIAL WEATHER-   	EACH	
	97162714	19970103	19970103	00000246	MRP	ADBN	ADBN0002	    36	    142.20	     90.09	BANDAGE ELASTOPLAST  1"X3" 100'S    	BOX 	
	97148935	19970106	19970106	00000240	JIL	AACD	AACD0020	     2	     69.24	     45.72	ANTACID DIARRHEA RELIEF 30 ML UNIT  	BOX 	
	97153081	19970106	19970106	00000240	JIL	AACD	AACD0020	     2	     69.24	     45.72	ANTACID DIARRHEA RELIEF 30 ML UNIT  	BOX 	
	97159746	19970106	19970106	00000147	MRP	GAUZ	GAUZ0094	    25	     43.00	     29.25	BANDAGE GAUZE KLING STERILE 2"      	EACH	
	97160201	19970106	19970106	00000378	MRP	CPRO	CPRO0002	     1	      0.00	      3.60	KIT CPR RESCUE 1 MASK 1 VENT-AWAY   	EACH	
	97160201	19970106	19970106	00000378	MRP	ELAS	ELAS0009	     2	      0.00	      2.55	WRAP SELF-ADHERING 2"X5 YD TAN 3M   	ROLL	
	97160201	19970106	19970106	00000378	MRP	GAUZ	GAUZ0001	     1	      0.00	      0.72	DRESSING MULTI-TRAUMA 30"X12"       	EACH	
	97160201	19970106	19970106	00000378	MRP	GAUZ	GAUZ0046	     3	      0.00	      0.54	DRESSING SURGIPAD STERILE 5"X9"     	EACH	
	97160201	19970106	19970106	00000378	MRP	GAUZ	GAUZ0061	     2	      0.00	      1.66	BANDAGE GAUZE 2"X10 YD              	EACH	
	97160201	19970106	19970106	00000378	MRP	STER	STER0001	     1	      0.00	      2.19	GOWN/CAP BBP COMPLETE               	UNIT	
	97160201	19970106	19970106	00000378	MRP	STER	STER0003	     5	      0.00	      0.00	POWDER ILSC 2 OZ GLOVES 2 PR        	UNIT	
	97160201	19970106	19970106	00000378	MRP	STER	STER0004	     1	      0.00	      0.61	BIOHAZARD BAG RED 2 TIES/2TOWELS/4  	UNIT	
	97160201	19970106	19970106	00000378	MRP	STER	STER0140	     1	      0.00	      5.05	DISINFECTANT VIONEX WIPE ANTIMICROB 	BOX 	
	97160567	19970106	19970106	00000224	JIL	PAIN	PAIN0073	    19	    244.15	    165.49	ANALGESIC PAIN-A-REST NONASP 250/2  	BOX 	
	97160677	19970106	19970107	00000180	JIL	MISC	MISC0007	   100	    195.00	    137.00	INHALANT AMMONIA 10'S               	UNIT	
	97160759	19970106	19970106	00000180	JIL	MISC	MISC0017	   400	    720.00	    532.00	BANDAGE COMPRESS OFFSET 4" 1/UN     	UNIT	
	97161108	19970106	19970106	00000180	JIL	MISC	MISC0125	   500	   1160.00	    640.00	GREEN SOAP SWABS 10'S               	UNIT	
	97161421	19970106	19970106	00000247	MRP	GAUZ	GAUZ0094	     5	      9.90	      5.85	BANDAGE GAUZE KLING STERILE 2"      	EACH	
	97161533	19970106	19970106	00000244	MRP	PAIN	PAIN0073	    12	    175.80	    104.52	ANALGESIC PAIN-A-REST NONASP 250/2  	BOX 	
	97162517	19970106	19970106	00000210	ASD	PAIN	PAIN0028	    10	      9.50	      7.20	ANALGESIC ASPIRIN 100'S             	EACH	
	97162594	19970106	19970106	00000250	JIL	ANTI	ANTI0011	     3	     20.85	     13.82	SPRAY MERTHIOLATE AEROAID 3 OZ      	EACH	
	97162637	19970106	19970109	00000305	JIL	ADBN	ADBN0076	    24	     97.68	     56.50	BANDAGE SHEER STRIP 1"X3" 100'S     	BOX 	
	97162637	19970106	19970106	00000305	JIL	ANTI	ANTI0079	     6	      4.08	      2.28	HYDROGEN PEROXIDE 16 OZ             	EACH	
	97162637	19970106	19970106	00000305	JIL	COTT	COTT0019	     6	     42.60	     23.72	APPLICATOR COTTON TIP 6" 1000/BX    	BOX 	
	97162637	19970106	19970106	00000305	JIL	MISC	MISC0108	     2	     12.00	      5.40	BURN COMPOUND FOIL 1/8 OZ 25'S      	BOX 	
	97162637	19970106	19970106	00000305	JIL	TAPE	TAPE0020	     1	     16.68	      8.03	TAPE DERMICEL CLOTH 1"X10 YD 12/BX  	BOX 	
	97162650	19970106	19970106	00000287	JIL	ADBN	ADBN0038	     3	     19.74	     11.85	BANDAGE FLEXIBLE 1"X3" 100/BX       	BOX 	
	97162680	19970106	19970106	00000010	JIL	CPRO	CPRO0002	    12	    108.00	     43.20	KIT CPR RESCUE 1 MASK 1 VENT-AWAY   	EACH	
	97162680	19970106	19970109	00000010	JIL	STER	STER0020	     4	    113.68	     75.80	CABINET SHARPS LOCKING WALL MOUNT   	EACH	
	97162680	19970106	19970106	00000010	JIL	STER	STER0046	     1	      3.60	      1.79	BIOHAZARD BAG RED 1 GA 20/RL        	ROLL	
	97162680	19970106	19970106	00000010	JIL	STER	STER0110	     4	     12.80	      6.39	CONTAINER SHARPS CHIMNEY TOP 4 QT   	EACH	
	97162690	19970106	19970106	00000181	JIL	ADBN	ADBN0040	     4	     39.28	     16.69	BANDAGE FLEXIBLE FINGER 100/BX      	BOX 	
	97162690	19970106	19970106	00000181	JIL	ADBN	ADBN0041	     4	     40.44	     17.51	BANDAGE FLEXIBLE KNUCKLE 100/BX     	BOX 	
	97162710	19970106	19970106	00000335	JIL	AACD	AACD0019	     2	     61.30	     45.94	ANTACID DIARRHEA RELIEF DIOTAME cf  	BOX 	
	97162710	19970106	19970109	00000335	JIL	ANTI	ANTI0016	    10	     16.20	      8.85	WIPE ALCOHOL 100/BX                 	BOX 	
	97162710	19970106	19970106	00000335	JIL	ANTI	ANTI0079	     4	      1.88	      1.52	HYDROGEN PEROXIDE 16 OZ             	EACH	
	97162710	19970106	19970106	00000335	JIL	ANTI	ANTI0101	     8	     64.56	     52.40	OINTMENT TRIPLE ANTIBIOTIC 1/32 OZ  	BOX 	
	97162710	19970106	19970106	00000335	JIL	PAIN	PAIN0038	     2	     57.80	     41.74	ANALGESIC PAINOFF 250/2             	BOX 	
	97162710	19970106	19970106	00000335	JIL	TAPE	TAPE0006	     6	    135.30	    105.10	TAPE 3M MICROFOAM FLEXIBLE 1"X5.5 YD	BOX 	
	97162718	19970106	19970122	00000423	MRP	PAIN	PAIN0059	     1	     28.56	     18.56	ANALGESIC MENSTRAL RELIEF FEM-A-REST	BOX 	
	97162718	19970106	19970106	00000423	MRP	PAIN	PAIN0078	    10	     95.90	     62.50	ANALGESIC TYLENOL CAPS X-STG 50/2   	BOX 	
	97162721	19970106	19970106	00000126	RLK	COLD	COLD0001	     2	     21.74	     12.00	COLD SINUS REMEDY ADVIL 50/2        	BOX 	
	97162721	19970106	19970106	00000126	RLK	PAIN	PAIN0007	     3	     39.00	     19.50	ANALGESIC ADVIL IBUPROFEN 100/2     	BOX 	
	97162721	19970106	19970106	00000126	RLK	PAIN	PAIN0078	     3	     31.26	     18.75	ANALGESIC TYLENOL CAPS X-STG 50/2   	BOX 	
	97162731	19970106	19970106	00000103	MRP	CPRO	CPRO0017	    10	     31.40	     25.00	BREATHER RESCUE MOUTH-TO-MOUTH 2 PR 	EACH	
	97162731	19970106	19970106	00000103	MRP	EYES	EYES0010	     5	      5.35	      3.60	EYE CUP PLASTIC STERILE             	EACH	
	97162731	19970106	19970106	00000103	MRP	GAUZ	GAUZ0070	     1	      6.35	      3.85	BANDAGE GAUZE NONSTERILE 2" STRETCH 	BAG 	
	97162735	19970106	19970106	00000103	MRP	AACD	AACD0003	     3	     38.55	     20.25	ANTACID ALAMAG+ ANTI-GAS CHERRY     	BOX 	
	97162740	19970106	19970106	00000239	JIL	ADBN	ADBN0038	     1	      6.58	      3.95	BANDAGE FLEXIBLE 1"X3" 100/BX       	BOX 	
	97162774	19970106	19970106	00000257	MRP	ADBN	ADBN0015	     3	     25.56	     12.53	ELASTOPLAST COVERLET KNUCKLE 100'S  	BOX 	
	97162774	19970106	19970106	00000257	MRP	ADBN	ADBN0039	     4	     23.20	      9.86	BANDAGE FLEXIBLE .75"X3" 100/BX     	BOX 	
	97162788	19970106	19970106	00000075	JIL	ADBN	ADBN0002	    12	     52.44	     30.03	BANDAGE ELASTOPLAST  1"X3" 100'S    	BOX 	
	97162788	19970106	19970106	00000075	JIL	ADBN	ADBN0013	     6	     53.40	     26.16	ELASTOPLAST COVERLET FINGERTIP SM   	BOX 	
	97162788	19970106	19970106	00000075	JIL	ANTI	ANTI0055	    12	     47.04	     25.32	CREAM FIRST AID J&J 1.5 OZ          	EACH	
	97162788	19970106	19970106	00000075	JIL	FAKT	FAKT0041	     1	     21.25	     11.80	KIT FIRST AID PLASTIC COMPLETE WHITE	EACH	
	97162788	19970106	19970106	00000075	JIL	PAIN	PAIN0063	     1	     24.65	     13.55	ANALGESIC I-PRO 250/2               	BOX 	
	97162793	19970106	19970107	00000075	JIL	ANTI	ANTI0024	    12	     35.88	     33.00	ANTISEPTIC BACTINE SQUEEZE 4 OZ     	EACH	
	97162793	19970106	19970114	00000075	JIL	COLD	COLD0043	     1	    111.00	     80.00	COLD DECONGESTANT SUDAFED 500/2     	BOX 	
	97162799	19970106	19970107	00000113	MRP	COTT	COTT0019	     1	      7.10	      3.95	APPLICATOR COTTON TIP 6" 1000/BX    	BOX 	
	97162812	19970106	19970106	00000068	MRP	TAPE	TAPE0047	     1	     15.00	     11.97	TAPE SAFETY SELF-ADH .75"X30 YD     	PACK	
	97162815	19970106	19970106	00000109	MRP	AACD	AACD0008	     1	     10.92	      6.74	ANTACID ANTACID ALKA-SELTZER 72'S   	EACH	
	97162815	19970106	19970106	00000109	MRP	COLD	COLD0003	     1	      9.38	      5.21	ANALGESIC ALKA-SELTZER PLUS 36'S    	BOX 	
	97162819	19970106	19970116	00000010	JIL	HEAT	HEAT0096	     5	     46.95	     29.07	NECK WRAP COOLING ROYAL             	EACH	
	97162822	19970106	19970107	00000153	MRP	TAPE	TAPE0046	    12	    230.40	    143.64	TAPE SAFETY SELF-ADH 1"X30 YD 12/PK 	PACK	
	97162827	19970106	19970107	00000370	MRP	ANTI	ANTI0080	     1	      0.61	      0.29	HYDROGEN PEROXIDE 4 OZ              	EACH	
	97162827	19970106	19970107	00000370	MRP	COLD	COLD0037	     1	     12.98	      6.72	COLD COUGH REMEDY ROBITUSSIN DM     	BOX 	
	97162827	19970106	19970107	00000370	MRP	COLD	COLD0038	     1	     12.00	      6.30	COLD COUGH LOZENGE SEPASOOTHE WILD  	BOX 	
	97162875	19970106	19970107	00000339	MRP	ADBN	ADBN0038	     2	     13.16	      7.90	BANDAGE FLEXIBLE 1"X3" 100/BX       	BOX 	
	97162875	19970106	19970107	00000339	MRP	PAIN	PAIN0007	     1	     13.00	      6.50	ANALGESIC ADVIL IBUPROFEN 100/2     	BOX 	
	97162875	19970106	19970107	00000339	MRP	PAIN	PAIN0078	     2	     20.84	     12.50	ANALGESIC TYLENOL CAPS X-STG 50/2   	BOX 	
	97162906	19970106	19970107	00000322	JIL	PAIN	PAIN0062	     1	     23.95	     12.57	ANALGESIC I-PRIN IBUPROFEN          	BOX 	
	97162906	19970106	19970107	00000322	JIL	PAIN	PAIN0084	     1	     16.70	     10.43	ANALGESIC VALORIN NONASPIRIN 250/2  	BOX 	
	97162906	19970106	19970107	00000322	JIL	TAPE	TAPE0046	     1	     18.19	     11.97	TAPE SAFETY SELF-ADH 1"X30 YD 12/PK 	PACK	
	97162971	19970106	19970106	00000240	JIL	ELAS	ELAS0009	     8	     13.92	     10.23	WRAP SELF-ADHERING 2"X5 YD TAN 3M   	ROLL	
	97162994	19970106	19970107	00000002	JIL	ADBN	ADBN0015	     3	     16.80	     12.53	ELASTOPLAST COVERLET KNUCKLE 100'S  	BOX 	
	97162994	19970106	19970107	00000002	JIL	COLD	COLD0049	     3	     10.50	      4.80	COLD COUGH LOZENGE CHERRY 50/BX     	BOX 	
	97162131	19970107	19970107	00000318	JIL	STER	STER0099	     1	     11.85	      8.30	RESPIRATOR WIPE 8"X11" ALCOHOL FREE 	BOX 	
	97162554	19970107	19970107	00000204	MRP	FAKT	FAKT0033	     1	     23.44	     16.90	KIT FIRST AID INDUSTRIAL WEATHER-   	EACH	
	97162884	19970107	19970108	00000038	JIL	AACD	AACD0012	     1	      4.31	      3.16	ANTACID DI-GEL 90'S                 	EACH	
	97162884	19970107	19970127	00000038	JIL	FAKT	FAKT0024	     2	    172.00	    149.00	KIT FIRST AID/BURN KIT COMPLETE 36- 	EACH	
	97162892	19970107	19970108	00000038	JIL	AACD	AACD0045	     1	      5.60	      3.92	ANTACID ROLAIDS 150'S               	EACH	
	97162892	19970107	19970108	00000038	JIL	COLD	COLD0045	     1	     26.08	     20.87	COLD DECONGESTANT SUDODRIN 500/2    	BOX 	
	97162892	19970107	19970127	00000038	JIL	FAKT	FAKT0024	     2	    172.00	    149.00	KIT FIRST AID/BURN KIT COMPLETE 36- 	EACH	
	97162917	19970107	19970107	00000244	MRP	GAUZ	GAUZ0038	     6	      0.00	      5.49	BANDAGE SOFT-STRETCH STERILE CONFORM	EACH	
	97162961	19970107	19970107	00000333	JIL	ADBN	ADBN0039	     6	     27.84	     14.79	BANDAGE FLEXIBLE .75"X3" 100/BX     	BOX 	
	97162961	19970107	19970109	00000333	JIL	ANTI	ANTI0016	     4	      6.08	      3.54	WIPE ALCOHOL 100/BX                 	BOX 	
	97162961	19970107	19970107	00000333	JIL	ANTI	ANTI0101	     1	     10.92	      6.55	OINTMENT TRIPLE ANTIBIOTIC 1/32 OZ  	BOX 	
	97162964	19970107	19970107	00000198	MRP	ADBN	ADBN0001	    24	     83.04	     54.54	BANDAGE ELASTOPLAST  .75"X3" 100'S  	BOX 	
